<CODE>
cs
</CODE>
<TRANSITION>
\npř e 85 
\npř i 83 
\npř í 61 
\npů v 31 
\nr. \s 14 
\nre f 69 
\nro d 10 
\nro k 71 
\nro z 51 
\ns\s p 14 
\nsa m 24 
\nsc h 12 
\nse \s 15 
\nse z 16 
\nsk u 11 
\nsl o 29 
\nso u 90 
\nsp o 49 
\nsr p 77 
\nst a 64 
\nst e 14 
\nst o 177 
\nst r 15 
\nst u 14 
\nst ř 12 
\nsv é 10 
\nsv ě 24 
\nta \s 12 
\nta k 40 
\nta t 59 
\nte h 10 
\nte n 84 
\nte p 10 
\nth e 18 
\nti t 10 
\nto \s 36 
\nto t 31 
\ntr a 17 
\ntr v 13 
\ntu r 12 
\nty \s 10 
\nty t 30 
\ntí m 14 
\ntř e 10 
\ntř í 21 
\nuž \s 13 
\nv\s 1 10 
\nv\s b 16 
\nv\s d 40 
\nv\s j 12 
\nv\s k 28 
\nv\s l 61 
\nv\s m 20 
\nv\s n 23 
\nv\s o 39 
\nv\s p 80 
\nv\s r 233 
\nv\s s 65 
\nv\s t 59 
\nv\s z 17 
\nv\s č 36 
\nve \s 91 
\nve l 46 
\nve r 10 
\nvl a 25 
\nvl á 10 
\nvo d 12 
\nvo l 13 
\nvy d 21 
\nvy s 19 
\nvy t 11 
\nvy u 14 
\nvz h 16 
\nvz n 19 
\nvá c 13 
\nví t 13 
\nvý r 21 
\nvý s 19 
\nvý v 10 
\nvý z 21 
\nvě t 22 
\nvš e 25 
\nz\s p 12 
\nz\s t 19 
\nza \s 46 
\nza j 15 
\nza t 15 
\nza č 13 
\nzd e 27 
\nze \s 11 
\nze m 10 
\nzp r 11 
\nzá k 18 
\nzá s 10 
\nzá v 11 
\nzá ř 66 
\nún o 68 
\nús t 10 
\nča s 16 
\nče r 172 
\nče s 29 
\nčá s 14 
\nřa d 10 
\nří j 88 
\nří m 11 
\nšk o 15 
\nži j 10 
\nži v 38 
\s"a \s 16 
\s"a l 15 
\s"b e 15 
\s"b i 10 
\s"b l 20 
\s"b o 11 
\s"b r 12 
\s"c a 11 
\s"c e 11 
\s"c h 25 
\s"c r 12 
\s"d e 16 
\s"d i 10 
\s"d o 18 
\s"f o 12 
\s"h a 17 
\s"h e 20 
\s"h o 20 
\s"i \s 28 
\s"i n 24 
\s"j u 11 
\s"j á 10 
\s"l a 11 
\s"l e 19 
\s"l i 10 
\s"l o 20 
\s"m a 29 
\s"m e 10 
\s"m o 12 
\s"n a 21 
\s"n e 33 
\s"n o 20 
\s"o h 11 
\s"o n 10 
\s"o s 22 
\s"p a 12 
\s"p o 27 
\s"p r 17 
\s"r a 11 
\s"r e 10 
\s"r i 11 
\s"r o 24 
\s"s a 14 
\s"s c 12 
\s"s e 14 
\s"s h 15 
\s"s i 13 
\s"s o 18 
\s"s p 15 
\s"s t 34 
\s"s u 10 
\s"t a 12 
\s"t e 12 
\s"t h 62 
\s"t r 10 
\s"w a 18 
\s"w e 13 
\s"w h 18 
\s"w i 15 
\s#\s „ 17 
\s$\s a 14 
\s%\s ( 20 
\s%\s 0 10 
\s%\s 1 27 
\s%\s 2 11 
\s%\s a 23 
\s%\s b 15 
\s%\s c 10 
\s%\s h 17 
\s%\s k 10 
\s%\s m 17 
\s%\s n 21 
\s%\s o 43 
\s%\s p 43 
\s%\s r 15 
\s%\s s 19 
\s%\s t 14 
\s%\s v 26 
\s%\s z 26 
\s%) \s 28 
\s%) , 13 
\s%) . 11 
\s%, \s 24 
\s%. \s 42 
\s&\s b 13 
\s&\s c 30 
\s&\s f 17 
\s&\s h 19 
\s&\s l 17 
\s&\s m 17 
\s&\s r 18 
\s&\s s 17 
\s&\s t 23 
\s&\s v 19 
\s&\s w 27 
\s&# 1 16 
\s(\s ) 191 
\s(\s , 43 
\s(\s : 65 
\s(\s n 19 
\s(\s u 18 
\s(# \s 18 
\s(* \s 749 
\s(* 1 25 
\s(* 2 10 
\s(. ) 16 
\s(. . 18 
\s(0 ) 25 
\s(0 , 14 
\s(0 1 18 
\s(0 2 13 
\s(0 : 132 
\s(1 \s 45 
\s(1 ) 116 
\s(1 , 11 
\s(1 . 117 
\s(1 0 102 
\s(1 1 92 
\s(1 2 114 
\s(1 3 102 
\s(1 4 102 
\s(1 5 131 
\s(1 6 159 
\s(1 7 269 
\s(1 8 684 
\s(1 9 2092 
\s(1 : 152 
\s(2 \s 46 
\s(2 ) 75 
\s(2 . 84 
\s(2 0 711 
\s(2 1 61 
\s(2 2 38 
\s(2 3 36 
\s(2 4 51 
\s(2 5 61 
\s(2 6 50 
\s(2 7 37 
\s(2 8 30 
\s(2 9 30 
\s(2 : 84 
\s(3 \s 14 
\s(3 ) 62 
\s(3 . 43 
\s(3 0 44 
\s(3 1 20 
\s(3 3 15 
\s(3 5 11 
\s(3 6 18 
\s(3 7 11 
\s(3 : 59 
\s(4 \s 33 
\s(4 ) 33 
\s(4 . 45 
\s(4 0 16 
\s(4 2 10 
\s(4 4 14 
\s(4 5 11 
\s(4 7 10 
\s(4 : 31 
\s(5 \s 12 
\s(5 ) 30 
\s(5 . 31 
\s(5 0 17 
\s(5 2 10 
\s(5 8 10 
\s(5 9 12 
\s(5 : 21 
\s(6 ) 21 
\s(6 . 37 
\s(6 0 13 
\s(6 : 10 
\s(7 \s 12 
\s(7 ) 17 
\s(7 . 32 
\s(7 7 11 
\s(7 : 10 
\s(8 \s 11 
\s(8 . 26 
\s(8 0 13 
\s(9 . 26 
\s(9 0 11 
\s(9 2 10 
\s(9 5 10 
\s(a \s 108 
\s(a b 11 
\s(a c 26 
\s(a d 34 
\s(a f 13 
\s(a g 13 
\s(a i 12 
\s(a k 24 
\s(a l 128 
\s(a m 30 
\s(a n 252 
\s(a p 19 
\s(a r 64 
\s(a s 63 
\s(a t 18 
\s(a u 83 
\s(a ž 34 
\s(b a 78 
\s(b e 87 
\s(b i 50 
\s(b l 37 
\s(b o 87 
\s(b r 66 
\s(b u 48 
\s(b y 18 
\s(b ý 12 
\s(b ě 14 
\s(c a 86 
\s(c c 26 
\s(c d 29 
\s(c e 67 
\s(c h 89 
\s(c i 16 
\s(c l 19 
\s(c o 118 
\s(c r 17 
\s(c y 32 
\s(d : 15 
\s(d a 57 
\s(d e 92 
\s(d i 61 
\s(d j 15 
\s(d l 11 
\s(d n 109 
\s(d o 182 
\s(d r 67 
\s(d u 30 
\s(d v 31 
\s(d á 19 
\s(d ě 32 
\s(d ř 54 
\s(e 1 11 
\s(e a 13 
\s(e c 12 
\s(e d 55 
\s(e l 32 
\s(e m 11 
\s(e n 42 
\s(e p 14 
\s(e r 19 
\s(e s 29 
\s(e u 16 
\s(e v 56 
\s(e x 50 
\s(f a 33 
\s(f e 14 
\s(f i 91 
\s(f l 17 
\s(f o 38 
\s(f r 106 
\s(f t 30 
\s(f u 11 
\s(g a 56 
\s(g e 51 
\s(g m 11 
\s(g o 19 
\s(g r 47 
\s(g u 30 
\s(h ) 13 
\s(h : 21 
\s(h a 70 
\s(h e 68 
\s(h i 25 
\s(h l 55 
\s(h o 91 
\s(h r 58 
\s(h t 22 
\s(h u 40 
\s(h y 11 
\s(i \s 49 
\s(i / 10 
\s(i a 15 
\s(i l 17 
\s(i m 11 
\s(i n 84 
\s(i r 12 
\s(i s 24 
\s(i t 22 
\s(j . 10 
\s(j a 138 
\s(j e 149 
\s(j i 93 
\s(j o 40 
\s(j u 21 
\s(j í 11 
\s(k \s 19 
\s(k . 10 
\s(k a 168 
\s(k d 30 
\s(k e 17 
\s(k i 18 
\s(k l 38 
\s(k m 12 
\s(k n 25 
\s(k o 172 
\s(k r 76 
\s(k t 45 
\s(k u 59 
\s(k v 14 
\s(k y 15 
\s(l . 13 
\s(l a 115 
\s(l e 95 
\s(l i 167 
\s(l o 45 
\s(l u 37 
\s(l y 12 
\s(m a 221 
\s(m d 12 
\s(m e 93 
\s(m i 131 
\s(m l 21 
\s(m n 14 
\s(m o 108 
\s(m r 27 
\s(m u 26 
\s(m y 20 
\s(m á 19 
\s(m í 20 
\s(m ě 115 
\s(n a 675 
\s(n e 276 
\s(n i 28 
\s(n o 74 
\s(n y 34 
\s(n á 51 
\s(n ě 177 
\s(o \s 33 
\s(o b 125 
\s(o d 190 
\s(o f 18 
\s(o k 106 
\s(o l 48 
\s(o n 15 
\s(o p 38 
\s(o r 49 
\s(o s 56 
\s(o t 17 
\s(o v 16 
\s(o z 12 
\s(p a 128 
\s(p d 20 
\s(p e 74 
\s(p h 13 
\s(p i 56 
\s(p l 62 
\s(p o 567 
\s(p r 347 
\s(p s 22 
\s(p u 23 
\s(p á 14 
\s(p í 17 
\s(p ř 284 
\s(p ů 31 
\s(q u 21 
\s(r . 25 
\s(r a 57 
\s(r e 154 
\s(r h 11 
\s(r i 26 
\s(r o 149 
\s(r u 97 
\s(r y 18 
\s(r á 13 
\s(r ů 10 
\s(s \s 119 
\s(s a 72 
\s(s b 11 
\s(s c 83 
\s(s d 10 
\s(s e 139 
\s(s h 19 
\s(s i 40 
\s(s k 106 
\s(s l 80 
\s(s m 33 
\s(s n 15 
\s(s o 96 
\s(s p 120 
\s(s r 28 
\s(s t 258 
\s(s u 67 
\s(s v 54 
\s(s w 20 
\s(s y 35 
\s(t a 106 
\s(t c 12 
\s(t e 162 
\s(t h 152 
\s(t i 28 
\s(t j 89 
\s(t o 51 
\s(t r 107 
\s(t u 28 
\s(t v 43 
\s(t y 34 
\s(t z 103 
\s(t é 48 
\s(t ě 10 
\s(t ř 19 
\s(u \s 33 
\s(u k 35 
\s(u l 18 
\s(u m 19 
\s(u n 35 
\s(u r 20 
\s(u s 111 
\s(u v 11 
\s(v \s 306 
\s(v . 16 
\s(v a 38 
\s(v e 158 
\s(v i 148 
\s(v l 49 
\s(v o 38 
\s(v p 13 
\s(v r 11 
\s(v y 78 
\s(v z 26 
\s(v á 13 
\s(v í 23 
\s(v ý 80 
\s(v č 68 
\s(v ě 42 
\s(v š 20 
\s(w a 30 
\s(w e 11 
\s(w i 32 
\s(z \s 126 
\s(z a 116 
\s(z d 23 
\s(z e 96 
\s(z i 17 
\s(z k 45 
\s(z l 12 
\s(z m 10 
\s(z n 46 
\s(z p 25 
\s(z v 34 
\s(z á 78 
\s(§ \s 18 
\s(ú s 12 
\s(č . 22 
\s(č a 27 
\s(č e 163 
\s(č i 28 
\s(č l 78 
\s(č t 18 
\s(č á 21 
\s(č í 32 
\s(ř e 32 
\s(ř í 13 
\s(š e 10 
\s(š i 16 
\s(š p 16 
\s(š v 31 
\s(ž e 15 
\s(ž i 12 
\s(„ s 11 
\s(† \s 287 
\s(† 1 11 
\s)\s a 24 
\s)\s b 13 
\s)\s j 160 
\s)\s n 14 
\s)\s p 12 
\s)\s s 16 
\s), \s 66 
\s). \n 12 
\s). \s 53 
\s*\s * 37 
\s*\s 1 84 
\s*\s 2 29 
\s*\s 3 10 
\s*\s 6 11 
\s*\s a 65 
\s*\s b 42 
\s*\s c 24 
\s*\s d 47 
\s*\s e 39 
\s*\s f 35 
\s*\s g 26 
\s*\s h 50 
\s*\s i 26 
\s*\s j 50 
\s*\s k 62 
\s*\s l 24 
\s*\s m 50 
\s*\s n 45 
\s*\s o 59 
\s*\s p 124 
\s*\s r 51 
\s*\s s 123 
\s*\s t 44 
\s*\s v 67 
\s*\s w 10 
\s*\s z 43 
\s*\s ú 14 
\s*\s č 31 
\s** \s 29 
\s** * 138 
\s+\s + 11 
\s+\s 0 28 
\s+\s 1 24 
\s+\s 2 27 
\s+\s 3 12 
\s+\s 4 12 
\s+\s 5 13 
\s+\s 6 10 
\s+\s ? 38 
\s+\s h 16 
\s+\s p 12 
\s+0 , 14 
\s+2 \s 15 
\s+2 1 12 
\s+2 2 10 
\s+2 3 10 
\s+2 4 12 
\s+2 5 13 
\s+2 6 12 
\s+2 9 14 
\s+3 5 13 
\s+3 7 11 
\s+3 8 16 
\s+4 2 11 
\s+5 0 14 
\s+5 9 10 
\s+6 7 14 
\s+6 8 11 
\s+6 9 10 
\s+8 0 11 
\s+8 5 11 
\s+8 8 10 
\s+9 6 10 
\s+9 7 10 
\s+9 9 10 
\s,\s ) 14 
\s,\s , 39 
\s,\s 1 17 
\s,\s 6 23 
\s,\s 7 12 
\s,\s a 53 
\s,\s b 12 
\s,\s c 29 
\s,\s d 18 
\s,\s h 14 
\s,\s j 24 
\s,\s k 109 
\s,\s l 13 
\s,\s m 23 
\s,\s n 29 
\s,\s o 15 
\s,\s p 81 
\s,\s r 15 
\s,\s s 33 
\s,\s t 31 
\s,\s v 34 
\s,\s z 23 
\s-\s " 14 
\s-\s ( 131 
\s-\s - 581 
\s-\s 0 82 
\s-\s 1 1052 
\s-\s 2 448 
\s-\s 3 200 
\s-\s 4 133 
\s-\s 5 85 
\s-\s 6 63 
\s-\s 7 57 
\s-\s 8 41 
\s-\s 9 60 
\s-\s ? 11 
\s-\s a 236 
\s-\s b 381 
\s-\s c 162 
\s-\s d 290 
\s-\s e 115 
\s-\s f 190 
\s-\s g 117 
\s-\s h 262 
\s-\s i 105 
\s-\s j 297 
\s-\s k 374 
\s-\s l 237 
\s-\s m 407 
\s-\s n 357 
\s-\s o 293 
\s-\s p 702 
\s-\s r 208 
\s-\s s 591 
\s-\s t 334 
\s-\s u 75 
\s-\s v 448 
\s-\s w 65 
\s-\s y 15 
\s-\s z 241 
\s-\s ú 42 
\s-\s č 183 
\s-\s ř 26 
\s-\s š 65 
\s-\s ž 38 
\s-\s „ 18 
\s-- \s 83 
\s-- - 72 
\s-1 \s 11 
\s.\s . 11 
\s.\s b 16 
\s.\s d 23 
\s.\s h 16 
\s.\s j 23 
\s.\s k 25 
\s.\s m 20 
\s.\s n 29 
\s.\s o 27 
\s.\s p 82 
\s.\s r 123 
\s.\s s 39 
\s.\s t 28 
\s.\s v 81 
\s.\s z 23 
\s.. . 271 
\s.9 0 10 
\s.9 1 11 
\s/\s 1 66 
\s/\s 2 30 
\s/\s 3 12 
\s/\s a 50 
\s/\s b 89 
\s/\s c 16 
\s/\s d 33 
\s/\s e 30 
\s/\s f 15 
\s/\s h 19 
\s/\s j 19 
\s/\s k 10 
\s/\s l 16 
\s/\s m 36 
\s/\s n 11 
\s/\s p 36 
\s/\s r 23 
\s/\s s 34 
\s/\s t 14 
\s/2 0 13 
\s0\s ( 11 
\s0\s / 17 
\s0\s 0 302 
\s0\s 1 184 
\s0\s 2 98 
\s0\s 3 57 
\s0\s 4 37 
\s0\s 5 23 
\s0\s 6 17 
\s0\s o 17 
\s0\s z 20 
\s0, 0 55 
\s0, 1 42 
\s0, 2 28 
\s0, 3 35 
\s0, 4 23 
\s0, 5 36 
\s0, 6 13 
\s0, 7 11 
\s0, 8 21 
\s0, 9 14 
\s0- 0 13 
\s0- 6 19 
\s0- 7 15 
\s0- 8 16 
\s00 0 616 
\s00 1 14 
\s01 1 11 
\s02 4 10 
\s02 : 13 
\s03 0 15 
\s03 : 25 
\s04 \s 20 
\s04 : 31 
\s09 \s 13 
\s09 . 10 
\s0: 0 126 
\s0: 1 112 
\s0: 2 73 
\s0: 3 43 
\s0: 4 24 
\s0: 5 17 
\s0: 7 10 
\s0h \s 44 
\s0x , 10 
\s0x 0 22 
\s1\s ( 43 
\s1\s - 36 
\s1\s 0 172 
\s1\s 1 206 
\s1\s 2 145 
\s1\s 3 56 
\s1\s 4 42 
\s1\s 5 52 
\s1\s 6 31 
\s1\s 7 27 
\s1\s 8 22 
\s1\s 9 19 
\s1\s : 16 
\s1\s a 43 
\s1\s b 23 
\s1\s c 27 
\s1\s d 22 
\s1\s e 23 
\s1\s f 18 
\s1\s g 23 
\s1\s i 15 
\s1\s j 33 
\s1\s k 116 
\s1\s l 25 
\s1\s m 82 
\s1\s n 36 
\s1\s o 14 
\s1\s p 26 
\s1\s r 16 
\s1\s s 34 
\s1\s t 21 
\s1\s u 19 
\s1\s v 22 
\s1\s z 14 
\s1' 1 114 
\s1' 2 70 
\s1' 3 91 
\s1' 4 17 
\s1) \s 25 
\s1, \s 53 
\s1, 0 22 
\s1, 1 21 
\s1, 2 35 
\s1, 3 30 
\s1, 4 32 
\s1, 5 63 
\s1, 6 20 
\s1, 7 26 
\s1, 8 28 
\s1, 9 29 
\s1- 2 11 
\s1- 5 16 
\s1- 6 12 
\s1- 8 13 
\s1. \n 150 
\s1. \s 852 
\s1. 0 20 
\s1. 1 36 
\s1. 2 10 
\s1. 4 16 
\s1. 5 17 
\s1. 6 14 
\s1. 9 10 
\s10 \s 646 
\s10 , 95 
\s10 - 37 
\s10 . 404 
\s10 0 497 
\s10 1 60 
\s10 2 63 
\s10 3 56 
\s10 4 53 
\s10 5 69 
\s10 6 45 
\s10 7 69 
\s10 8 57 
\s10 9 65 
\s10 : 62 
\s10 h 75 
\s11 \s 328 
\s11 , 98 
\s11 . 356 
\s11 0 133 
\s11 1 43 
\s11 2 47 
\s11 3 55 
\s11 4 44 
\s11 5 68 
\s11 6 43 
\s11 7 65 
\s11 8 64 
\s11 9 54 
\s11 : 47 
\s12 \s 418 
\s12 , 104 
\s12 . 370 
\s12 0 183 
\s12 1 72 
\s12 2 68 
\s12 3 67 
\s12 4 63 
\s12 5 112 
\s12 6 84 
\s12 7 68 
\s12 8 72 
\s12 9 69 
\s12 : 40 
\s12 h 22 
\s13 \s 281 
\s13 , 105 
\s13 - 27 
\s13 . 351 
\s13 0 142 
\s13 1 77 
\s13 2 53 
\s13 3 52 
\s13 4 71 
\s13 5 96 
\s13 6 73 
\s13 7 76 
\s13 8 69 
\s13 9 58 
\s13 : 31 
\s13 h 12 
\s14 \s 254 
\s14 , 84 
\s14 . 305 
\s14 0 103 
\s14 1 79 
\s14 2 69 
\s14 3 74 
\s14 4 50 
\s14 5 69 
\s14 6 63 
\s14 7 59 
\s14 8 55 
\s14 9 77 
\s14 : 24 
\s14 t 12 
\s15 \s 338 
\s15 , 49 
\s15 - 19 
\s15 . 394 
\s15 0 209 
\s15 1 79 
\s15 2 104 
\s15 3 98 
\s15 4 91 
\s15 5 96 
\s15 6 94 
\s15 7 92 
\s15 8 85 
\s15 9 77 
\s15 : 21 
\s16 \s 286 
\s16 , 57 
\s16 . 340 
\s16 0 146 
\s16 1 84 
\s16 2 107 
\s16 3 100 
\s16 4 100 
\s16 5 131 
\s16 6 79 
\s16 7 57 
\s16 8 60 
\s16 9 60 
\s16 : 30 
\s16 h 11 
\s16 v 11 
\s17 \s 201 
\s17 , 40 
\s17 . 373 
\s17 0 103 
\s17 1 79 
\s17 2 86 
\s17 3 75 
\s17 4 101 
\s17 5 133 
\s17 6 121 
\s17 7 143 
\s17 8 218 
\s17 9 198 
\s17 : 35 
\s18 \s 222 
\s18 , 27 
\s18 . 374 
\s18 0 245 
\s18 1 239 
\s18 2 196 
\s18 3 257 
\s18 4 265 
\s18 5 314 
\s18 6 386 
\s18 7 403 
\s18 8 469 
\s18 9 549 
\s18 : 34 
\s19 \s 140 
\s19 , 35 
\s19 . 506 
\s19 0 692 
\s19 1 893 
\s19 2 995 
\s19 3 1383 
\s19 4 1768 
\s19 5 1212 
\s19 6 1645 
\s19 7 1775 
\s19 8 2175 
\s19 9 3704 
\s19 : 27 
\s1: \s 16 
\s1: 0 173 
\s1: 1 217 
\s1: 2 106 
\s1: 3 101 
\s1: 4 71 
\s1: 5 38 
\s1: 6 12 
\s1: 7 10 
\s1k \s 15 
\s1x \s 22 
\s2\s % 12 
\s2\s ( 57 
\s2\s , 13 
\s2\s - 39 
\s2\s . 151 
\s2\s 0 95 
\s2\s 1 137 
\s2\s 2 97 
\s2\s 3 56 
\s2\s 4 48 
\s2\s 5 36 
\s2\s 6 25 
\s2\s 7 17 
\s2\s 8 22 
\s2\s 9 18 
\s2\s : 18 
\s2\s a 44 
\s2\s b 32 
\s2\s c 33 
\s2\s d 28 
\s2\s f 19 
\s2\s g 23 
\s2\s h 39 
\s2\s i 10 
\s2\s j 26 
\s2\s k 118 
\s2\s l 30 
\s2\s m 69 
\s2\s n 23 
\s2\s o 54 
\s2\s p 45 
\s2\s r 20 
\s2\s s 46 
\s2\s t 34 
\s2\s v 24 
\s2\s z 16 
\s2\s š 10 
\s2) \s 19 
\s2, \s 62 
\s2, 0 33 
\s2, 1 16 
\s2, 2 40 
\s2, 3 31 
\s2, 4 26 
\s2, 5 57 
\s2, 6 11 
\s2, 8 24 
\s2, 9 15 
\s2- 3 12 
\s2- 6 23 
\s2. \n 104 
\s2. \s 657 
\s2. 0 39 
\s2. 2 15 
\s2. 3 30 
\s2. 4 16 
\s2. 5 18 
\s20 \s 354 
\s20 ' 10 
\s20 , 37 
\s20 - 12 
\s20 . 591 
\s20 0 6479 
\s20 1 630 
\s20 2 28 
\s20 3 18 
\s20 4 20 
